Time (s),Extension (mm),Load (N),Tensile strain (mm/mm)
280.754,21.32031,12113.23828,0.16704
280.854,21.32862,12111.09961,0.1671
280.954,21.33675,12111.68945,0.16717
281.054,21.3455,12116.98438,0.16724
281.154,21.35387,12114.01758,0.1673
281.254,21.36212,12110.48926,0.16737
281.354,21.37025,12110.18555,0.16743
281.454,21.37874,12112.38281,0.1675
281.554,21.38718,12110.25098,0.16757
281.654,21.39518,12108.93359,0.16763
281.754,21.40375,12112.82129,0.1677
281.854,21.41225,12110.96387,0.16776
281.954,21.42019,12108.79883,0.16783
282.054,21.42881,12112.5293,0.16789
282.154,21.43712,12110.6582,0.16796
282.254,21.44537,12108.9248,0.16802
282.354,21.45356,12108.10352,0.16809
282.454,21.46187,12110.21582,0.16815
282.554,21.47043,12111.08008,0.16822
282.654,21.47875,12110.8916,0.16829
282.754,21.48712,12110.10547,0.16835
282.854,21.49556,12108.5625,0.16842
282.954,21.50356,12105.61621,0.16848
283.054,21.51193,12107.97363,0.16855
283.154,21.52043,12108.48438,0.16861
283.254,21.52875,12107.16797,0.16868
283.354,21.53712,12107.85059,0.16875
283.454,21.5455,12108.69141,0.16881
283.554,21.55381,12104.72852,0.16888
283.654,21.56194,12107.08984,0.16894
283.754,21.57043,12108.41992,0.16901
283.854,21.57868,12104.08105,0.16907
283.954,21.58668,12103.44043,0.16914
284.054,21.59537,12109.28223,0.1692
284.154,21.60381,12108.10645,0.16927
284.254,21.61218,12105.62402,0.16934
284.354,21.62037,12103.67383,0.1694
284.454,21.62875,12104.71191,0.16947
284.554,21.637,12100.94824,0.16953
284.654,21.64512,12102.72559,0.1696
284.754,21.65381,12107.32031,0.16966
284.854,21.66231,12104.93262,0.16973
284.954,21.67031,12101.71191,0.16979
285.054,21.67887,12104.43848,0.16986
285.154,21.68706,12102.65918,0.16993
285.254,21.69531,12102.98242,0.16999
285.354,21.70362,12101.73438,0.17006
285.454,21.712,12103.65039,0.17012
285.554,21.7205,12103.0791,0.17019
285.654,21.72862,12102.02539,0.17025
285.754,21.73706,12104.4707,0.17032
285.854,21.74562,12102.78418,0.17039
285.954,21.75368,12098.43848,0.17045
286.054,21.762,12100.1123,0.17052
286.154,21.77031,12099.19336,0.17058
286.254,21.77862,12099.73145,0.17065
286.354,21.78712,12101.57324,0.17071
286.454,21.79562,12102.79492,0.17078
286.554,21.80387,12097.39258,0.17085
286.654,21.81187,12097.25,0.17091
286.754,21.82025,12099.7373,0.17098
286.854,21.82869,12098.86621,0.17104
286.954,21.83681,12097.93457,0.17111
287.054,21.8455,12101.50488,0.17117
287.154,21.85387,12099.61816,0.17124
287.254,21.862,12096.39453,0.1713
287.354,21.87031,12097.29199,0.17137
287.454,21.87881,12099.38184,0.17144
287.554,21.88712,12094.35645,0.1715
287.654,21.89512,12093.91211,0.17156
287.754,21.90368,12098.09375,0.17163
287.854,21.91212,12096.05664,0.1717
287.954,21.92037,12096.44531,0.17176
288.054,21.92893,12098.04297,0.17183
288.154,21.93718,12095.0127,0.1719
288.254,21.94531,12093.01465,0.17196
288.354,21.95343,12092.9043,0.17202
288.454,21.96194,12097.43359,0.17209
288.554,21.97056,12096.94922,0.17216
288.654,21.97875,12095.04199,0.17222
288.754,21.98706,12094.79297,0.17229
288.854,21.9955,12092.87598,0.17236
288.954,22.00356,12091.26074,0.17242
289.054,22.012,12094.27637,0.17249
289.154,22.02044,12092.69824,0.17255
289.254,22.02868,12090.82617,0.17262
289.354,22.03706,12092.15332,0.17268
289.454,22.0455,12093.84668,0.17275
289.554,22.05387,12090.87305,0.17281
289.654,22.06194,12090.42969,0.17288
289.754,22.07043,12091.78223,0.17295
289.854,22.07869,12088.36328,0.17301
289.954,22.08669,12088.58301,0.17307
290.054,22.09543,12093.85352,0.17314
290.154,22.10387,12093.17969,0.17321
290.254,22.11212,12088.98047,0.17327
290.354,22.12037,12088.18359,0.17334
290.454,22.12875,12089.22559,0.1734
290.554,22.137,12086.14062,0.17347
290.654,22.14512,12086.9082,0.17353
290.754,22.15381,12091.35742,0.1736
290.854,22.16231,12088.58008,0.17367
290.954,22.17025,12085.7041,0.17373
291.054,22.17881,12087.89844,0.1738
291.154,22.18719,12087.96875,0.17386
291.254,22.19537,12086.02637,0.17393
291.354,22.20368,12085.43945,0.17399
291.454,22.21193,12086.39844,0.17406
291.554,22.22037,12085.8291,0.17413
291.654,22.22868,12087.48633,0.17419
291.754,22.23712,12088.1084,0.17426
291.854,22.24562,12085.59082,0.17432
291.954,22.25368,12081.67188,0.17439
292.054,22.26181,12082.51758,0.17445
292.154,22.27025,12083.19629,0.17452
292.254,22.27875,12084.31934,0.17459
292.354,22.28712,12084.70117,0.17465
292.454,22.29562,12085.1416,0.17472
292.554,22.30381,12080.13184,0.17478
292.654,22.31181,12080.69434,0.17485
292.754,22.32037,12083.93164,0.17491
292.854,22.32868,12080.78711,0.17498
292.954,22.33681,12079.94922,0.17504
293.054,22.34543,12083.67383,0.17511
293.154,22.35375,12081.72461,0.17518
293.254,22.36206,12080.26074,0.17524
293.354,22.37044,12081.31543,0.17531
293.454,22.37881,12080.31445,0.17537
293.554,22.38712,12076.86426,0.17544
293.654,22.39506,12076.32617,0.1755
293.754,22.40368,12081.2959,0.17557
293.854,22.41225,12079.84375,0.17564
293.954,22.42031,12078.22754,0.1757
294.054,22.42893,12079.53516,0.17577
294.154,22.43712,12077.00488,0.17583
294.254,22.44525,12075.54883,0.1759
294.354,22.45356,12076.83887,0.17596
294.454,22.46193,12078.9873,0.17603
294.554,22.47056,12078.43164,0.1761
294.654,22.47875,12077.11426,0.17616
294.754,22.487,12076.53906,0.17623
294.854,22.4955,12075.26074,0.17629
294.954,22.50368,12074.0625,0.17636
295.054,22.512,12075.06348,0.17642
295.154,22.52037,12073.6709,0.17649
295.254,22.52862,12072.39941,0.17655
295.354,22.537,12074.49805,0.17662
295.454,22.54562,12077.81152,0.17669
295.554,22.55387,12071.97949,0.17675
295.654,22.56193,12071.50488,0.17682
295.754,22.57031,12072.85449,0.17688
295.854,22.57856,12069.92383,0.17695
295.954,22.58675,12071.39941,0.17701
296.054,22.5955,12075.56934,0.17708
296.154,22.60387,12072.49121,0.17715
296.254,22.61212,12069.34082,0.17721
296.354,22.62031,12069.28223,0.17728
296.454,22.62868,12070.78418,0.17734
296.554,22.63712,12068.47754,0.17741
296.654,22.64512,12067.30762,0.17747
296.754,22.65375,12071.55762,0.17754
296.854,22.66225,12068.77832,0.17761
296.954,22.67025,12066.94141,0.17767
297.054,22.67893,12070.55371,0.17774
297.154,22.68719,12068.27246,0.1778
297.254,22.69537,12065.60547,0.17787
297.354,22.70356,12064.86914,0.17793
297.454,22.71181,12066.78418,0.178
297.554,22.72043,12068.05371,0.17806
297.654,22.72869,12067.71875,0.17813
297.754,22.73712,12067.51367,0.17819
297.854,22.74562,12065.24609,0.17826
297.954,22.75356,12061.93066,0.17832
298.054,22.76194,12064.54297,0.17839
298.154,22.77044,12064.49902,0.17846
298.254,22.77868,12062.77344,0.17852
298.354,22.78712,12063.61426,0.17859
298.454,22.7955,12064.94531,0.17865
298.554,22.80381,12060.19629,0.17872
298.654,22.81193,12062.11426,0.17878
298.754,22.82043,12063.41602,0.17885
298.854,22.82875,12060.0332,0.17892
298.954,22.83675,12058.93555,0.17898
299.054,22.84537,12063.31543,0.17905
299.154,22.85381,12062.3584,0.17911
299.254,22.86212,12059.52734,0.17918
299.354,22.87043,12058.72852,0.17924
299.454,22.87875,12059.09668,0.17931
299.554,22.887,12055.42285,0.17938
299.654,22.89506,12056.20117,0.17944
299.754,22.90381,12061.5752,0.17951
299.854,22.91231,12058.05078,0.17957
299.954,22.92037,12055.47852,0.17964
300.054,22.92881,12057,0.1797
300.154,22.93706,12055.80469,0.17977
300.254,22.94537,12055.81836,0.17983
300.354,22.95362,12055.08203,0.1799
300.454,22.962,12056.3291,0.17997
300.554,22.9705,12055.76562,0.18003
300.654,22.97862,12053.95605,0.1801
300.754,22.98706,12056.59473,0.18016
300.854,22.99568,12055.42578,0.18023
300.954,23.00368,12050.63867,0.18029
301.054,23.01193,12051.66797,0.18036
301.154,23.02025,12050.25586,0.18042
301.254,23.02862,12050.96484,0.18049
301.354,23.03712,12053.75391,0.18056
301.454,23.04556,12053.59863,0.18062
301.554,23.05387,12048.43359,0.18069
301.654,23.06187,12047.92969,0.18075
301.754,23.07025,12050.05176,0.18082
301.854,23.07868,12048.36328,0.18088
301.954,23.08681,12048.23633,0.18095
302.054,23.0955,12051.15332,0.18102
302.154,23.10381,12049.02246,0.18108
302.254,23.112,12045.88086,0.18115
302.354,23.12037,12047.06543,0.18121
302.454,23.12887,12048.48047,0.18128
302.554,23.13712,12043.58594,0.18134
302.654,23.14518,12043.10156,0.18141
302.754,23.15368,12047.03711,0.18147
302.854,23.16212,12044.25391,0.18154
302.954,23.17037,12044.66699,0.18161
303.054,23.17894,12045.88379,0.18167
303.154,23.18725,12043.58008,0.18174
303.254,23.19531,12040.59961,0.1818
303.354,23.2035,12040.62598,0.18187
303.454,23.21193,12044.02344,0.18193
303.554,23.22056,12043.69531,0.182
303.654,23.22875,12041.84863,0.18207
303.754,23.23706,12041.65332,0.18213
303.854,23.2455,12039.7832,0.1822
303.954,23.25356,12037.75586,0.18226
304.054,23.262,12040.45898,0.18233
304.154,23.27043,12038.63574,0.18239
304.254,23.27868,12036.45508,0.18246
304.354,23.287,12037.46875,0.18252
304.454,23.29543,12039.45117,0.18259
304.554,23.30394,12037.24707,0.18266
304.654,23.31194,12035.35352,0.18272
304.754,23.32043,12036.2207,0.18279
304.854,23.32862,12032.92871,0.18285
304.954,23.33662,12032.52051,0.18292
305.054,23.3455,12039.14551,0.18299
305.154,23.35394,12037.19238,0.18305
305.254,23.36218,12032.44434,0.18312
305.354,23.37043,12031.97559,0.18318
305.454,23.37868,12031.82812,0.18325
305.554,23.387,12029.39648,0.18331
305.654,23.39518,12030.59082,0.18338
305.754,23.40381,12033.79004,0.18344
305.854,23.41231,12030.54297,0.18351
305.954,23.42025,12027.96191,0.18357
306.054,23.42881,12030.37305,0.18364
306.154,23.43718,12029.69531,0.18371
306.254,23.44537,12027.58398,0.18377
306.354,23.45362,12026.13281,0.18384
306.454,23.46194,12028.35156,0.1839
306.554,23.47037,12026.72461,0.18397
306.654,23.47868,12028.47168,0.18403
306.754,23.48712,12028.51562,0.1841
306.854,23.49569,12025.89355,0.18417
306.954,23.50368,12022.01465,0.18423
307.054,23.51187,12022.53906,0.1843
307.154,23.52031,12022.69531,0.18436
307.254,23.52875,12023.40527,0.18443
307.354,23.53712,12023.1748,0.18449
307.454,23.54556,12024.04688,0.18456
307.554,23.55381,12019.26953,0.18463
307.654,23.56181,12019.02734,0.18469
307.754,23.57037,12021.94922,0.18476
307.854,23.57874,12019.12109,0.18482
307.954,23.58681,12017.27441,0.18489
308.054,23.59543,12021.51074,0.18495
308.154,23.60375,12018.88965,0.18502
308.254,23.61206,12017.19824,0.18508
308.354,23.62043,12017.20605,0.18515
308.454,23.62881,12016.71582,0.18522
308.554,23.63706,12012.86523,0.18528
308.654,23.64506,12011.84961,0.18534
308.754,23.65368,12017.13965,0.18541
308.854,23.66231,12016.25684,0.18548
308.954,23.67037,12013.375,0.18554
309.054,23.67893,12013.74902,0.18561
309.154,23.68712,12011.16602,0.18568
309.254,23.69518,12009.41113,0.18574
309.354,23.70362,12011.03906,0.18581
309.454,23.71194,12012.4082,0.18587
309.554,23.72056,12011.12598,0.18594
309.654,23.72868,12009.58203,0.186
309.754,23.73699,12009.19043,0.18607
309.854,23.74556,12009.36426,0.18614
309.954,23.75368,12006.0127,0.1862
310.054,23.762,12006.03418,0.18626
310.154,23.77037,12005.00488,0.18633
310.254,23.77856,12003.75,0.1864
310.354,23.78699,12005.21777,0.18646
310.454,23.79556,12007.21973,0.18653
310.554,23.80393,12002.0293,0.1866
310.654,23.81194,12001.36914,0.18666
310.754,23.82031,12002.87207,0.18672
310.854,23.82856,11999.0791,0.18679
310.954,23.83681,12000.89453,0.18685
311.054,23.8455,12004.37793,0.18692
311.154,23.85387,12000.65332,0.18699
311.254,23.86206,11997.7002,0.18705
311.354,23.87024,11996.58691,0.18712
311.454,23.87875,11998.50781,0.18718
311.554,23.88712,11995.56641,0.18725
311.654,23.89519,11994.05078,0.18731
311.754,23.90381,11997.96094,0.18738
311.854,23.91225,11994.49023,0.18745
311.954,23.92025,11992.78906,0.18751
312.054,23.92887,11995.50293,0.18758
312.154,23.93712,11992.88477,0.18764
312.254,23.94537,11990.70312,0.18771
312.354,23.95362,11989.9375,0.18777
312.454,23.96187,11991.02539,0.18784
312.554,23.9705,11992.15527,0.18791
312.654,23.97875,11990.93262,0.18797
312.754,23.98712,11989.58203,0.18804
312.854,23.99562,11987.8877,0.1881
312.954,24.00356,11983.74023,0.18817
313.054,24.01193,11986.30469,0.18823
313.154,24.02037,11985.66113,0.1883
313.254,24.02868,11983.66309,0.18836
313.354,24.03712,11984.33008,0.18843
313.454,24.0455,11985.00293,0.1885
313.554,24.05375,11980.22559,0.18856
313.654,24.06193,11981.55469,0.18863
313.754,24.07043,11982.68945,0.18869
313.854,24.07868,11977.98926,0.18876
313.954,24.08675,11977.1582,0.18882
314.054,24.09537,11980.79688,0.18889
314.154,24.10387,11980.22266,0.18896
314.254,24.11218,11977.11426,0.18902
314.354,24.12037,11974.95996,0.18909
314.454,24.12881,11975.50781,0.18915
314.554,24.13693,11970.90918,0.18922
314.654,24.14506,11971.60254,0.18928
314.754,24.15381,11976.73047,0.18935
314.854,24.16231,11972.54102,0.18942
314.954,24.17031,11970.02246,0.18948
315.054,24.17881,11970.81348,0.18955
315.154,24.18706,11969.40137,0.18961
315.254,24.19537,11968.86914,0.18968
315.354,24.20368,11967.67676,0.18974
315.454,24.212,11967.62207,0.18981
315.554,24.22043,11965.87109,0.18987
315.654,24.22856,11965.56055,0.18994
315.754,24.23706,11967.09375,0.19001
315.854,24.24562,11965.57031,0.19007
315.954,24.25368,11961.33594,0.19014
316.054,24.262,11961.04102,0.1902
316.154,24.27031,11959.53906,0.19027
316.254,24.27862,11958.95117,0.19033
316.354,24.28718,11961.52539,0.1904
316.454,24.29556,11960.7373,0.19047
316.554,24.30393,11955.31543,0.19053
316.654,24.31181,11954.06543,0.19059
316.754,24.32031,11956.54688,0.19066
316.854,24.32868,11953.96094,0.19073
316.954,24.33681,11953.16699,0.19079
317.054,24.3455,11955.87402,0.19086
317.154,24.35387,11953.23047,0.19093
317.254,24.36193,11948.75195,0.19099
317.354,24.37037,11949.95801,0.19106
317.454,24.37881,11951.04492,0.19112
317.554,24.38712,11945.33984,0.19119
317.654,24.39519,11944.85352,0.19125
317.754,24.40368,11947.08691,0.19132
317.854,24.41218,11945.27344,0.19138
317.954,24.42037,11944.2373,0.19145
318.054,24.42893,11944.45801,0.19152
318.154,24.43719,11941.14258,0.19158
318.254,24.44525,11938.2002,0.19164
318.354,24.45344,11937.61914,0.19171
318.454,24.46193,11942.08301,0.19178
318.554,24.47056,11939.75977,0.19184
318.654,24.47874,11937.71289,0.19191
318.754,24.48706,11936.72852,0.19197
318.854,24.4955,11933.54395,0.19204
318.954,24.50362,11932.0498,0.1921
319.054,24.51206,11932.99121,0.19217
319.154,24.52037,11930.04199,0.19224
319.254,24.52868,11928.18066,0.1923
319.354,24.537,11928.58594,0.19237
319.454,24.54549,11929.73828,0.19243
319.554,24.55393,11926.38086,0.1925
319.654,24.56193,11925.18457,0.19256
319.754,24.57043,11924.97559,0.19263
319.854,24.57868,11920.88477,0.1927
319.954,24.58662,11919.23438,0.19276
320.054,24.59543,11925.07715,0.19283
320.154,24.60387,11922.59766,0.19289
320.254,24.61212,11917.03906,0.19296
320.354,24.62037,11916.05078,0.19302
320.454,24.62868,11915.69824,0.19309
320.554,24.637,11912.32129,0.19315
320.654,24.64518,11912.55664,0.19322
320.754,24.65381,11914.74902,0.19329
320.854,24.66231,11910.86035,0.19335
320.954,24.67025,11907.65918,0.19342
321.054,24.67875,11909.26758,0.19348
321.154,24.68718,11908.7041,0.19355
321.254,24.69537,11905.31738,0.19361
321.354,24.70369,11903.07617,0.19368
321.454,24.71194,11903.58984,0.19374
321.554,24.72037,11902.10156,0.19381
321.654,24.72868,11902.46094,0.19388
321.754,24.73712,11901.78418,0.19394
321.854,24.74562,11898.5459,0.19401
321.954,24.75362,11893.63477,0.19407
322.054,24.76187,11893.43359,0.19414
322.154,24.77031,11893.52148,0.1942
322.254,24.77875,11893.16602,0.19427
322.354,24.78712,11891.00781,0.19434
322.454,24.79562,11891.67871,0.1944
322.554,24.80381,11885.80762,0.19447
322.654,24.81181,11884.27832,0.19453
322.754,24.82037,11887.36523,0.1946
322.854,24.82874,11883.19336,0.19466
322.954,24.83681,11880.36035,0.19473
323.054,24.84543,11882.82031,0.1948
323.154,24.85375,11880.31543,0.19486
323.254,24.86206,11876.99707,0.19493
323.354,24.87043,11876.43457,0.19499
323.454,24.87881,11874.9668,0.19506
323.554,24.88712,11869.91602,0.19512
323.654,24.89506,11868.14355,0.19519
323.754,24.90368,11871.59375,0.19525
323.854,24.91231,11869.90234,0.19532
323.954,24.92031,11865.66016,0.19539
324.054,24.92893,11865.9707,0.19545
324.154,24.93712,11862.62305,0.19552
324.254,24.94525,11859.4502,0.19558
324.354,24.95362,11859.77051,0.19565
324.454,24.96193,11859.75488,0.19571
324.554,24.97056,11857.35352,0.19578
324.654,24.97868,11854.72168,0.19585
324.754,24.987,11853.91699,0.19591
324.854,24.99556,11852.24414,0.19598
324.954,25.00368,11848.33496,0.19604
325.054,25.012,11847.2832,0.19611
325.154,25.02037,11844.52734,0.19617
325.254,25.02856,11842.14355,0.19624
325.354,25.037,11843.04395,0.1963
325.454,25.04556,11843.7666,0.19637
325.554,25.05394,11837.44727,0.19644
325.654,25.06194,11834.40137,0.1965
325.754,25.07031,11835.21484,0.19657
325.854,25.07856,11830.08691,0.19663
325.954,25.08681,11830.70898,0.1967
326.054,25.09556,11833.31055,0.19677
326.154,25.10387,11828.38867,0.19683
326.254,25.11206,11823.24023,0.1969
326.354,25.12031,11821.67773,0.19696
326.454,25.12874,11821.91504,0.19703
326.554,25.13712,11817.55566,0.19709
326.654,25.14518,11814.41211,0.19716
326.754,25.15381,11817.15918,0.19722
326.854,25.16218,11811.7373,0.19729
326.954,25.17025,11809.85449,0.19735
327.054,25.17894,11810.83008,0.19742
327.154,25.18725,11807.61914,0.19749
327.254,25.19537,11802.4834,0.19755
327.354,25.20356,11799.93945,0.19762
327.454,25.21181,11800.39844,0.19768
327.554,25.2205,11800.17383,0.19775
327.654,25.22875,11797.19531,0.19781
327.754,25.23712,11794.6875,0.19788
327.854,25.24562,11791.0127,0.19795
327.954,25.25356,11785.45312,0.19801
328.054,25.26193,11786.16016,0.19808
328.154,25.27043,11784.94922,0.19814
328.254,25.27868,11780.43848,0.19821
328.354,25.28712,11779.18457,0.19827
328.454,25.2955,11778.63672,0.19834
328.554,25.30381,11772.69043,0.19841
328.654,25.31193,11771.94629,0.19847
328.754,25.32043,11771.78809,0.19854
328.854,25.32875,11765.08105,0.1986
328.954,25.33675,11762.18262,0.19866
329.054,25.34531,11764.71289,0.19873
329.154,25.35381,11762.3291,0.1988
329.254,25.36218,11756.98145,0.19886
329.354,25.37043,11753.9248,0.19893
329.454,25.37881,11751.97852,0.199
329.554,25.387,11746.04492,0.19906
329.654,25.39506,11744.0293,0.19912
329.754,25.40381,11748.49902,0.19919
329.854,25.41231,11742.09766,0.19926
329.954,25.42037,11737.02441,0.19932
330.054,25.42887,11736.90918,0.19939
330.154,25.43706,11731.7793,0.19945
330.254,25.44531,11729.60449,0.19952
330.354,25.45362,11727.46094,0.19958
330.454,25.46193,11726.15332,0.19965
330.554,25.4705,11723.35938,0.19972
330.654,25.47856,11719.10352,0.19978
330.754,25.48706,11718.77051,0.19985
330.854,25.49562,11715.27051,0.19992
330.954,25.50362,11707.92871,0.19998
331.054,25.512,11706.73535,0.20004
331.154,25.52031,11702.85156,0.20011
331.254,25.52856,11699.98828,0.20017
331.354,25.53712,11700.94629,0.20024
331.454,25.54562,11698.67578,0.20031
331.554,25.55393,11690.18262,0.20037
331.654,25.56187,11687.25977,0.20044
331.754,25.57025,11686.8125,0.2005
331.854,25.57868,11682.37402,0.20057
331.954,25.58681,11679.16113,0.20063
332.054,25.5955,11679.87109,0.2007
332.154,25.60387,11675.08105,0.20077
332.254,25.61193,11667.82715,0.20083
332.354,25.62031,11667.35645,0.2009
332.454,25.62887,11665.8125,0.20096
332.554,25.63712,11657.48828,0.20103
332.654,25.64519,11654.30371,0.20109
332.754,25.65368,11655.13965,0.20116
332.854,25.66218,11650.97168,0.20123
332.954,25.67031,11646.96094,0.20129
333.054,25.67887,11645.34277,0.20136
333.154,25.68718,11639.97363,0.20142
333.254,25.69531,11635.2627,0.20149
333.354,25.7035,11631.3916,0.20155
333.454,25.71194,11631.7832,0.20162
333.554,25.72056,11628.67285,0.20169
333.654,25.72868,11623.12988,0.20175
333.754,25.73712,11620.46094,0.20182
333.854,25.7455,11615.29004,0.20188
333.954,25.75362,11609.99414,0.20195
334.054,25.762,11608.92188,0.20201
334.154,25.77037,11603.65527,0.20208
334.254,25.77868,11599.58496,0.20214
334.354,25.78706,11597.53516,0.20221
334.454,25.7955,11595.25684,0.20228
334.554,25.80387,11588.81543,0.20234
334.654,25.81193,11585.4248,0.20241
334.754,25.82043,11582.67676,0.20247
334.854,25.82868,11575.45605,0.20254
334.954,25.83662,11571.78125,0.2026
335.054,25.84543,11574.93652,0.20267
335.154,25.85393,11569.70898,0.20274
335.254,25.86212,11561.00586,0.2028
335.354,25.87037,11557.60352,0.20287
335.454,25.87868,11554.63184,0.20293
335.554,25.88693,11547.90918,0.203
335.654,25.89518,11545.88379,0.20306
335.754,25.90381,11545.13574,0.20313
335.854,25.91231,11538.52148,0.2032
335.954,25.92025,11532.3584,0.20326
336.054,25.92881,11531.08398,0.20333
336.154,25.93719,11527.0498,0.20339
336.254,25.94543,11521,0.20346
336.354,25.95362,11515.23242,0.20352
336.454,25.96194,11514.13867,0.20359
336.554,25.97037,11509.10449,0.20365
336.654,25.97868,11506.14551,0.20372
336.754,25.98712,11503.47461,0.20379
336.854,25.99562,11496.39746,0.20385
336.954,26.00368,11488.79492,0.20392
337.054,26.01187,11486.13477,0.20398
337.154,26.02031,11482.64062,0.20405
337.254,26.02868,11478.29395,0.20411
337.354,26.03712,11475.13184,0.20418
337.454,26.04556,11470.76465,0.20425
337.554,26.05381,11461.88281,0.20431
337.654,26.06181,11458.44141,0.20437
337.754,26.07037,11458.01855,0.20444
337.854,26.07874,11450.50293,0.20451
337.954,26.08681,11444.20996,0.20457
338.054,26.0955,11444.08301,0.20464
338.154,26.10375,11437.6416,0.2047
338.254,26.11206,11430.86523,0.20477
338.354,26.12043,11428.16211,0.20484
338.454,26.12881,11422.68652,0.2049
338.554,26.13706,11414.3125,0.20497
338.654,26.14506,11409.64844,0.20503
338.754,26.15368,11410.39355,0.2051
338.854,26.16231,11404.46191,0.20516
338.954,26.17037,11397.37207,0.20523
339.054,26.17894,11393.67188,0.2053
339.154,26.18712,11387.32715,0.20536
339.254,26.19518,11381.44629,0.20542
339.354,26.20356,11377.93164,0.20549
339.454,26.21194,11375.51465,0.20556
339.554,26.22056,11369.7168,0.20562
339.654,26.22869,11363.12988,0.20569
339.754,26.237,11358.4502,0.20575
339.854,26.24556,11353.2832,0.20582
339.954,26.25368,11346.53711,0.20588
340.054,26.262,11342.25195,0.20595
340.154,26.27037,11335.5791,0.20602
340.254,26.27862,11329.72461,0.20608
340.354,26.287,11326.70703,0.20615
340.454,26.29556,11324.49902,0.20621
340.554,26.30393,11314.95215,0.20628
340.654,26.31193,11308.10352,0.20634
340.754,26.32031,11304.55469,0.20641
340.854,26.32862,11297.14355,0.20647
340.954,26.33674,11293.2207,0.20654
341.054,26.3455,11292.92676,0.20661
341.154,26.35387,11284.23242,0.20667
341.254,26.36212,11275.6875,0.20674
341.354,26.37031,11270.0752,0.2068
341.454,26.37875,11266.88965,0.20687
341.554,26.38712,11259.19238,0.20694
341.654,26.39518,11251.9082,0.207
341.754,26.40375,11250.64746,0.20707
341.854,26.41224,11243.24316,0.20713
341.954,26.42019,11235.55859,0.2072
342.054,26.42887,11233.71875,0.20726
342.154,26.43718,11225.49707,0.20733
342.254,26.44543,11218.35156,0.20739
342.354,26.45362,11211.82227,0.20746
342.454,26.46187,11207.83594,0.20752
342.554,26.4705,11203.66406,0.20759
342.654,26.47875,11197.39648,0.20766
342.754,26.48712,11190.85254,0.20772
342.854,26.49562,11183.0127,0.20779
342.954,26.50356,11173.98438,0.20785
343.054,26.51193,11170.95312,0.20792
343.154,26.52037,11164.69922,0.20798
343.254,26.52875,11158.34668,0.20805
343.354,26.53712,11152.33105,0.20812
343.454,26.54556,11147.93457,0.20818
343.554,26.55375,11136.86914,0.20825
343.654,26.56194,11132.90527,0.20831
343.754,26.57043,11128.14355,0.20838
343.854,26.57868,11118.32227,0.20844
343.954,26.58674,11111.86816,0.20851
344.054,26.59543,11109.97949,0.20858
344.154,26.60381,11102.27637,0.20864
344.254,26.61212,11094.10254,0.20871
344.354,26.62043,11086.67676,0.20877
344.454,26.62881,11080.48047,0.20884
344.554,26.637,11070.52539,0.2089
344.654,26.64506,11064.83887,0.20897
344.754,26.65381,11063.88379,0.20903
344.854,26.66231,11054.08496,0.2091
344.954,26.67037,11044.74121,0.20917
345.054,26.67887,11040.11621,0.20923
345.154,26.68706,11032.03027,0.2093
345.254,26.69531,11025.19043,0.20936
345.354,26.70362,11018.12305,0.20943
345.454,26.712,11012.52637,0.20949
345.554,26.72043,11004.56152,0.20956
345.654,26.72862,10997.41895,0.20962
345.754,26.73706,10992.375,0.20969
345.854,26.74562,10984.33691,0.20976
345.954,26.75368,10972.82324,0.20982
346.054,26.762,10967.19824,0.20989
346.154,26.77031,10959.35059,0.20995
346.254,26.77862,10952.59473,0.21002
346.354,26.78712,10947.55273,0.21008
346.454,26.79556,10940.62305,0.21015
346.554,26.80393,10928.77344,0.21022
346.654,26.81187,10921.15918,0.21028
346.754,26.82025,10916.16797,0.21035
346.854,26.82868,10907.04004,0.21041
346.954,26.83681,10899.41016,0.21048
347.054,26.8455,10895.35254,0.21054
347.154,26.85387,10885.09668,0.21061
347.254,26.862,10874.31055,0.21067
347.354,26.87037,10868.9834,0.21074
347.454,26.87881,10861.68457,0.21081
347.554,26.88712,10850.06836,0.21087
347.654,26.89518,10842.1582,0.21094
347.754,26.90368,10837.84375,0.211
347.854,26.91212,10828.04102,0.21107
347.954,26.92037,10820.38281,0.21113
348.054,26.929,10813.66992,0.2112
348.154,26.93718,10802.04004,0.21127
348.254,26.94531,10793.26172,0.21133
348.354,26.9535,10784.68848,0.21139
348.454,26.96193,10779.98242,0.21146
348.554,26.97056,10771.89551,0.21153
348.654,26.97875,10761.72266,0.21159
348.754,26.98712,10753.86914,0.21166
348.854,26.99549,10743.19922,0.21173
348.954,27.00362,10733.1123,0.21179
349.054,27.01206,10727.25488,0.21186
349.154,27.02043,10717.17383,0.21192
349.254,27.02868,10706.76074,0.21199
349.354,27.03699,10699.67773,0.21205
349.454,27.04543,10692.77637,0.21212
349.554,27.05393,10681.38965,0.21219
349.654,27.06193,10671.85156,0.21225
349.754,27.07037,10664.02148,0.21231
349.854,27.07868,10651.87109,0.21238
349.954,27.08668,10642.88477,0.21244
350.054,27.0955,10639.86914,0.21251
350.154,27.10394,10628.84375,0.21258
350.254,27.11206,10614.69238,0.21264
350.354,27.12037,10606.23926,0.21271
350.454,27.12875,10598.04395,0.21277
350.554,27.137,10585.67871,0.21284
350.654,27.14519,10577.23145,0.2129
350.754,27.15375,10570.50195,0.21297
